"","price","date","sqm","postcode","property_type","new_build","estate_type","number","street","town","district","transaction_category","Adress","index","years","bedrooms","bathrooms","en_suite"
"666",520000,2008-11-04,157,"SW15 1BA","flat","No","leasehold","125","FELSHAM ROAD","LONDON","WANDSWORTH","A","125 FELSHAM ROAD LONDON","LONDON572",97,5,3,1
"667",690000,2016-03-31,92,"SW15 1JZ","flat","No","leasehold","10","ROTHERWOOD ROAD","LONDON","WANDSWORTH","A","10 ROTHERWOOD ROAD ","LONDON573",40,2,3,0
"668",405000,2010-01-08,92,"SW15 1JZ","flat","No","leasehold","10","ROTHERWOOD ROAD","LONDON","WANDSWORTH","A","10 ROTHERWOOD ROAD ","LONDON573",34,2,3,0
"669",977500,2007-10-10,197,"SW15 1RN","terraced","No","freehold","31","CHELVERTON ROAD","LONDON","WANDSWORTH","A","31 CHELVERTON ROAD LONDON","LONDON574",15,7,6,1
"670",825000,2009-02-03,192,"SW15 1RN","terraced","No","freehold","43","CHELVERTON ROAD","LONDON","WANDSWORTH","A","43 CHELVERTON ROAD LONDON","LONDON575",75,6,4,1
"671",370000,2015-09-30,45,"SW15 2JH","flat","No","leasehold","2","BREWHOUSE LANE","LONDON","WANDSWORTH","A","2 BREWHOUSE LANE ","LONDON576",61,2,2,1
"672",235000,2009-10-23,45,"SW15 2JH","flat","No","leasehold","2","BREWHOUSE LANE","LONDON","WANDSWORTH","A","2 BREWHOUSE LANE ","LONDON576",55,2,2,1
"673",465000,2015-06-25,45,"SW15 2JH","flat","No","leasehold","2","BREWHOUSE LANE","LONDON","WANDSWORTH","A","2 BREWHOUSE LANE ","LONDON576",61,2,2,1
"674",450000,2016-04-07,45,"SW15 2JH","flat","No","leasehold","2","BREWHOUSE LANE","LONDON","WANDSWORTH","A","2 BREWHOUSE LANE ","LONDON576",62,2,2,1
"675",160000,2012-08-20,45,"SW15 2JH","flat","No","leasehold","2","BREWHOUSE LANE","LONDON","WANDSWORTH","A","2 BREWHOUSE LANE ","LONDON576",58,2,2,1
"676",315000,2012-05-22,45,"SW15 2JH","flat","No","leasehold","2","BREWHOUSE LANE","LONDON","WANDSWORTH","A","2 BREWHOUSE LANE ","LONDON576",58,2,2,1
"677",1835000,2009-03-09,209,"SW15 2JX","flat","No","leasehold","PUTNEY WHARF, 25","BREWHOUSE LANE","LONDON","WANDSWORTH","A","PUTNEY WHARF, 25 BREWHOUSE LANE LONDON","LONDON577",137,6,5,0
"678",1130000,2015-09-30,183,"SW15 2LG","terraced","No","freehold","7","OXFORD ROAD","LONDON","WANDSWORTH","A","7 OXFORD ROAD ","LONDON578",22,6,6,1
"679",999999,2014-11-13,187,"SW15 2NY","terraced","No","freehold","205","PUTNEY BRIDGE ROAD","LONDON","WANDSWORTH","A","205 PUTNEY BRIDGE ROAD ","LONDON579",33,6,5,1
"680",707500,2010-11-15,187,"SW15 2NY","detached","No","freehold","205","PUTNEY BRIDGE ROAD","LONDON","WANDSWORTH","A","205 PUTNEY BRIDGE ROAD ","LONDON579",29,6,5,1
"681",335000,2009-01-12,69,"SW15 2QU","flat","No","leasehold","4","OAKHILL ROAD","LONDON","WANDSWORTH","A","4 OAKHILL ROAD LONDON","LONDON580",42,2,3,1
"682",448500,2010-06-18,69,"SW15 2SR","flat","No","leasehold","73","UPPER RICHMOND ROAD","LONDON","WANDSWORTH","A","73 UPPER RICHMOND ROAD ","LONDON581",52,2,2,1
"683",530000,2008-04-18,144,"SW15 3LT","flat","No","leasehold","BEDE HOUSE","MANOR FIELDS","LONDON","WANDSWORTH","A","BEDE HOUSE MANOR FIELDS LONDON","LONDON582",42,4,4,1
"684",439950,2010-09-02,69,"SW15 5LU","flat","No","leasehold","35","ROEHAMPTON CLOSE","LONDON","WANDSWORTH","A","35 ROEHAMPTON CLOSE ","LONDON583",19,2,3,1
"685",2633750,2007-11-29,229,"SW15 6AN","semi-detached","No","freehold","36","ST JOHNS AVENUE","LONDON","WANDSWORTH","A","36 ST JOHNS AVENUE LONDON","LONDON584",61,5,3,1
"686",250000,2009-01-23,12,"SW15 6JH","flat","No","leasehold","WELLWOOD COURT, 390","UPPER RICHMOND ROAD","LONDON","WANDSWORTH","A","WELLWOOD COURT, 390 UPPER RICHMOND ROAD LONDON","LONDON585",42,1,1,0
"687",157000,2010-04-28,22,"SW15 6JY","flat","No","leasehold","23","ISIS CLOSE","LONDON","WANDSWORTH","A","23 ISIS CLOSE ","LONDON586",49,1,2,1
"688",213000,2009-02-27,57,"SW15 6TS","flat","No","leasehold","366","UPPER RICHMOND ROAD","LONDON","WANDSWORTH","A","366 UPPER RICHMOND ROAD LONDON","LONDON587",39,2,2,1
"689",319950,2013-04-18,75,"SW16 1DD","flat","No","leasehold","STONEHILLS MANSIONS, 2","STREATHAM HIGH ROAD","LONDON","LAMBETH","A","STONEHILLS MANSIONS, 2 STREATHAM HIGH ROAD ","LONDON588",56,2,3,1
"690",217650,2009-01-23,30,"SW16 1DL","flat","No","leasehold","STREATHAM COURT","STREATHAM HIGH ROAD","LONDON","LAMBETH","A","STREATHAM COURT STREATHAM HIGH ROAD LONDON","LONDON589",38,1,1,0
"691",250000,2012-04-24,17,"SW16 1NS","flat","No","leasehold","13A","THRALE ROAD","LONDON","WANDSWORTH","A","13A THRALE ROAD ","LONDON590",79,1,1,1
"692",187000,2013-04-19,68,"SW16 1UA","flat","No","leasehold","BOYCE HOUSE","ALDRINGTON ROAD","LONDON","WANDSWORTH","A","BOYCE HOUSE ALDRINGTON ROAD ","LONDON591",29,2,3,1
"693",412500,2015-10-05,27,"SW16 2EL","flat","No","leasehold","69","HOPTON ROAD","LONDON","LAMBETH","A","69 HOPTON ROAD ","LONDON592",129,1,1,1
"694",250000,2012-10-04,55,"SW16 2JG","flat","No","leasehold","75","LEIGHAM VALE","LONDON","LAMBETH","A","75 LEIGHAM VALE ","LONDON593",31,2,3,1
"695",537500,2008-06-02,150,"SW16 2XP","terraced","No","freehold","19","HARBOROUGH ROAD","LONDON","LAMBETH","A","19 HARBOROUGH ROAD LONDON","LONDON594",30,5,3,1
"696",112000,2013-05-10,8,"SW16 3HN","flat","No","leasehold","6","MONARCH MEWS","LONDON","LAMBETH","A","6 MONARCH MEWS ","LONDON595",33,1,2,1
"697",370000,2009-03-16,61,"SW16 3RN","semi-detached","No","freehold","269","NORBURY AVENUE","LONDON","CROYDON","A","269 NORBURY AVENUE LONDON","LONDON596",53,2,3,1
"698",285000,2016-02-10,42,"SW16 4EH","flat","No","leasehold","ANDERSON HEIGHTS, 1260","LONDON ROAD","LONDON","CROYDON","A","ANDERSON HEIGHTS, 1260 LONDON ROAD ","LONDON597",95,2,3,1
"699",218000,2010-05-27,22,"SW16 5DD","flat","No","leasehold","160","ELLISON ROAD","LONDON","LAMBETH","A","160 ELLISON ROAD ","LONDON598",68,1,2,1
"700",218000,2009-10-13,98,"SW16 6DP","flat","No","leasehold","27","FERNTHORPE ROAD","LONDON","WANDSWORTH","A","27 FERNTHORPE ROAD ","LONDON599",65,2,3,1
"701",267500,2013-01-04,50,"SW16 6PR","flat","No","leasehold","8A","CREDENHILL STREET","LONDON","WANDSWORTH","A","8A CREDENHILL STREET ","LONDON600",111,2,2,1
"702",202000,2009-12-14,106,"SW16 6PX","terraced","No","leasehold","30","EASTWOOD STREET","LONDON","WANDSWORTH","A","30 EASTWOOD STREET ","LONDON601",43,2,2,1
"703",232500,2012-06-22,47,"SW16 6RQ","terraced","No","leasehold","27","MOYSER ROAD","LONDON","WANDSWORTH","A","27 MOYSER ROAD ","LONDON602",39,2,2,0
"704",202750,2010-05-28,47,"SW16 6RQ","flat","No","leasehold","27","MOYSER ROAD","LONDON","WANDSWORTH","A","27 MOYSER ROAD ","LONDON602",36,2,2,0
"705",265000,2010-03-26,22,"SW17 0AU","flat","No","leasehold","2","BARNFIELD CLOSE","LONDON","WANDSWORTH","A","2 BARNFIELD CLOSE ","LONDON603",43,1,1,0
"706",180000,2009-03-12,7,"SW17 0ND","flat","No","leasehold","948","GARRATT LANE","LONDON","WANDSWORTH","A","948 GARRATT LANE ","LONDON604",70,1,3,1
"707",249000,2009-01-15,55,"SW17 0QE","flat","No","leasehold","67","GARRATT TERRACE","LONDON","WANDSWORTH","A","67 GARRATT TERRACE LONDON","LONDON605",46,2,2,0
"708",320000,2009-01-09,62,"SW17 0QS","terraced","No","freehold","70","CRANMER TERRACE","LONDON","WANDSWORTH","A","70 CRANMER TERRACE LONDON","LONDON606",35,2,2,1
"709",250000,2013-06-21,65,"SW17 0RR","flat","No","leasehold","FLAT 1, 106 - 108","TOOTING HIGH STREET","LONDON","WANDSWORTH","A","FLAT 1, 106 - 108 TOOTING HIGH STREET ","LONDON607",108,3,2,0
"710",243000,2009-02-11,36,"SW17 6DB","terraced","No","freehold","59","HENRY DOULTON DRIVE","LONDON","WANDSWORTH","A","59 HENRY DOULTON DRIVE LONDON","LONDON608",54,2,3,1
"711",399950,2016-06-17,90,"SW17 6DJ","flat","No","leasehold","24","GEARING CLOSE","LONDON","WANDSWORTH","A","24 GEARING CLOSE ","LONDON609",89,2,3,0
"712",220000,2009-06-24,75,"SW17 6DJ","flat","No","leasehold","28","GEARING CLOSE","LONDON","WANDSWORTH","A","28 GEARING CLOSE ","LONDON610",25,2,3,0
"713",500000,2009-01-23,57,"SW17 7SU","semi-detached","No","freehold","69","UPPER TOOTING PARK","LONDON","WANDSWORTH","A","69 UPPER TOOTING PARK LONDON","LONDON611",52,2,2,0
"714",196000,2009-11-02,15,"SW17 8TJ","flat","No","leasehold","22","VANT ROAD","LONDON","WANDSWORTH","A","22 VANT ROAD ","LONDON612",67,1,1,0
"715",175000,2009-07-03,7,"SW17 9DH","flat","No","leasehold","GATEWAY HOUSE, 14","EAST GARDENS","LONDON","MERTON","A","GATEWAY HOUSE, 14 EAST GARDENS ","LONDON613",72,1,1,1
"716",250000,2008-10-24,28,"SW17 9HA","flat","No","leasehold","68","AVARN ROAD","LONDON","WANDSWORTH","A","68 AVARN ROAD LONDON","LONDON614",52,1,2,1
"717",295000,2010-08-24,68,"SW17 9LS","flat","No","leasehold","17A","TREVELYAN ROAD","LONDON","WANDSWORTH","A","17A TREVELYAN ROAD ","LONDON615",58,2,2,1
"718",371500,2010-07-30,94,"SW17 9QG","terraced","No","freehold","112","CROWBOROUGH ROAD","LONDON","WANDSWORTH","A","112 CROWBOROUGH ROAD ","LONDON616",43,2,3,1
"719",649500,2015-10-09,93,"SW17 9RX","flat","No","leasehold","1","SELLINCOURT ROAD","LONDON","WANDSWORTH","A","1 SELLINCOURT ROAD ","LONDON617",28,2,3,1
"720",546000,2010-02-15,86,"SW18 1LP","flat","No","leasehold","MILLINERS HOUSE","EASTFIELDS AVENUE","LONDON","WANDSWORTH","A","MILLINERS HOUSE EASTFIELDS AVENUE ","LONDON618",50,2,2,1
"721",1079950,2009-01-05,247,"SW18 1LP","flat","No","leasehold","MILLINERS HOUSE","EASTFIELDS AVENUE","LONDON","WANDSWORTH","A","MILLINERS HOUSE EASTFIELDS AVENUE LONDON","LONDON619",28,6,5,1
"722",410000,2010-08-24,59,"SW18 1NG","flat","No","leasehold","61","PUTNEY BRIDGE ROAD","LONDON","WANDSWORTH","A","61 PUTNEY BRIDGE ROAD ","LONDON620",42,2,2,1
"723",335000,2009-06-09,59,"SW18 1NG","flat","No","leasehold","61","PUTNEY BRIDGE ROAD","LONDON","WANDSWORTH","A","61 PUTNEY BRIDGE ROAD ","LONDON620",40,2,2,1
"724",420000,2013-02-15,37,"SW18 1PB","flat","No","leasehold","59","PUTNEY BRIDGE ROAD","LONDON","WANDSWORTH","A","59 PUTNEY BRIDGE ROAD ","LONDON621",26,2,3,1
"725",425000,2010-09-24,46,"SW18 1PD","flat","No","leasehold","63","PUTNEY BRIDGE ROAD","LONDON","WANDSWORTH","A","63 PUTNEY BRIDGE ROAD ","LONDON622",52,2,1,1
"726",725000,2016-01-15,103,"SW18 1TX","flat","No","leasehold","KINGFISHER HOUSE","JUNIPER DRIVE","LONDON","WANDSWORTH","A","KINGFISHER HOUSE JUNIPER DRIVE ","LONDON623",85,2,2,1
"727",425000,2010-03-11,103,"SW18 1TY","flat","No","leasehold","KINGFISHER HOUSE","JUNIPER DRIVE","LONDON","WANDSWORTH","A","KINGFISHER HOUSE JUNIPER DRIVE ","LONDON623",80,2,2,1
"728",485000,2012-07-20,103,"SW18 1TY","flat","No","leasehold","KINGFISHER HOUSE","JUNIPER DRIVE","LONDON","WANDSWORTH","A","KINGFISHER HOUSE JUNIPER DRIVE ","LONDON623",82,2,2,1
"729",805000,2016-01-18,182,"SW18 2BE","terraced","No","freehold","65","ASLETT STREET","LONDON","WANDSWORTH","A","65 ASLETT STREET ","LONDON624",93,6,4,0
"730",299950,2007-09-26,71,"SW18 2JR","flat","No","leasehold","9","DENTON STREET","LONDON","WANDSWORTH","A","9 DENTON STREET LONDON","LONDON625",21,2,3,1
"731",360000,2007-12-20,97,"SW18 2LW","flat","No","leasehold","24","BERISFORD MEWS","LONDON","WANDSWORTH","A","24 BERISFORD MEWS LONDON","LONDON626",66,4,4,1
"732",620000,2016-03-31,94,"SW18 2SL","flat","No","leasehold","16","NORTH SIDE WANDSWORTH COMMON","LONDON","WANDSWORTH","A","16 NORTH SIDE WANDSWORTH COMMON ","LONDON627",74,2,3,1
"733",355000,2010-11-19,94,"SW18 2SL","flat","No","leasehold","16","NORTH SIDE WANDSWORTH COMMON","LONDON","WANDSWORTH","A","16 NORTH SIDE WANDSWORTH COMMON ","LONDON627",69,2,3,1
"734",215000,2009-05-11,58,"SW18 2TG","flat","No","leasehold","38","STOTT CLOSE","LONDON","WANDSWORTH","A","38 STOTT CLOSE ","LONDON628",30,2,3,1
"735",385767,2012-07-20,42,"SW18 3AQ","flat","No","leasehold","56","SWAFFIELD ROAD","LONDON","WANDSWORTH","A","56 SWAFFIELD ROAD ","LONDON629",125,2,2,0
"736",348000,2013-08-27,32,"SW18 3BN","flat","No","leasehold","7","ATHELDENE ROAD","LONDON","WANDSWORTH","A","7 ATHELDENE ROAD ","LONDON630",68,1,2,1
"737",379000,2010-05-28,91,"SW18 3TB","flat","No","leasehold","5","WALDRON ROAD","LONDON","WANDSWORTH","A","5 WALDRON ROAD ","LONDON631",49,2,3,1
"738",226000,2012-04-17,50,"SW18 4AG","flat","No","leasehold","17","HARDWICKS SQUARE","LONDON","WANDSWORTH","A","17 HARDWICKS SQUARE ","LONDON632",27,2,3,1
"739",292000,2009-01-30,9,"SW18 4QX","flat","No","leasehold","15A","STRATHVILLE ROAD","LONDON","WANDSWORTH","A","15A STRATHVILLE ROAD LONDON","LONDON633",35,1,2,1
"740",360000,2009-02-24,113,"SW18 5AQ","terraced","No","freehold","119","ASTONVILLE STREET","LONDON","WANDSWORTH","A","119 ASTONVILLE STREET LONDON","LONDON634",77,4,4,1
"741",469750,2012-10-05,46,"SW18 5BD","flat","No","leasehold","153","BROOKWOOD ROAD","LONDON","WANDSWORTH","A","153 BROOKWOOD ROAD ","LONDON635",35,2,2,1
"742",462500,2012-09-05,102,"SW18 5LJ","flat","No","leasehold","CARRINGTON HOUSE, 140","REPLINGHAM ROAD","LONDON","WANDSWORTH","A","CARRINGTON HOUSE, 140 REPLINGHAM ROAD ","LONDON636",113,3,2,1
"743",225500,2009-08-14,66,"SW18 5QJ","flat","No","leasehold","34","GRESSENHALL ROAD","LONDON","WANDSWORTH","A","34 GRESSENHALL ROAD ","LONDON637",46,3,3,0
"744",325000,2009-02-27,93,"SW19 1ES","semi-detached","No","freehold","53","WYCLIFFE ROAD","LONDON","MERTON","A","53 WYCLIFFE ROAD LONDON","LONDON638",49,2,4,1
"745",235000,2009-07-20,67,"SW19 2AF","terraced","No","freehold","180","BOUNDARY ROAD","LONDON","MERTON","A","180 BOUNDARY ROAD ","LONDON639",42,2,3,1
"746",286000,2008-05-09,104,"SW19 2AJ","flat","No","leasehold","12","ACRE ROAD","LONDON","MERTON","A","12 ACRE ROAD LONDON","LONDON640",66,3,1,0
"747",378000,2009-09-25,89,"SW19 2DS","terraced","No","freehold","29","COLWOOD GARDENS","LONDON","MERTON","A","29 COLWOOD GARDENS ","LONDON641",52,2,3,1
"748",250000,2009-07-24,89,"SW19 2UW","flat","No","leasehold","5","STUBBS WAY","LONDON","MERTON","A","5 STUBBS WAY ","LONDON642",71,3,2,1
"749",510000,2009-01-30,143,"SW19 4PZ","flat","No","leasehold","36","LINGFIELD ROAD","LONDON","MERTON","A","36 LINGFIELD ROAD LONDON","LONDON643",55,5,5,1
"750",450000,2009-11-30,75,"SW19 4QF","flat","No","leasehold","20","HOMEFIELD ROAD","LONDON","MERTON","A","20 HOMEFIELD ROAD ","LONDON644",84,2,3,1
"751",250000,2010-03-05,38,"SW19 6AY","flat","No","leasehold","137","SELHURST CLOSE","LONDON","WANDSWORTH","A","137 SELHURST CLOSE ","LONDON645",73,2,2,1
"752",525000,2013-10-21,113,"SW19 6DZ","terraced","No","freehold","6","INNER PARK ROAD","LONDON","WANDSWORTH","A","6 INNER PARK ROAD ","LONDON646",8,4,3,1
"753",540000,2010-03-31,158,"SW19 8JX","terraced","No","freehold","14","AVONDALE ROAD","LONDON","MERTON","A","14 AVONDALE ROAD ","LONDON647",25,5,6,1
"754",445000,2009-02-20,66,"SW19 8QB","terraced","No","freehold","141","CLARENCE ROAD","LONDON","MERTON","A","141 CLARENCE ROAD LONDON","LONDON648",64,2,3,1
"755",499000,2009-02-20,170,"SW19 8QD","terraced","No","freehold","156","CLARENCE ROAD","LONDON","MERTON","A","156 CLARENCE ROAD LONDON","LONDON649",3,6,3,0
"756",625000,2009-02-20,176,"SW19 8QZ","semi-detached","No","freehold","97","TRINITY ROAD","LONDON","MERTON","A","97 TRINITY ROAD LONDON","LONDON650",0,6,6,1
"757",830000,2015-12-16,86,"SW1P 2BW","flat","No","leasehold","VESTRY COURT, 5","MONCK STREET","LONDON","CITY OF WESTMINSTER","A","VESTRY COURT, 5 MONCK STREET ","LONDON651",24,2,3,0
"758",545000,2009-12-18,86,"SW1P 2BW","flat","No","leasehold","VESTRY COURT, 5","MONCK STREET","LONDON","CITY OF WESTMINSTER","A","VESTRY COURT, 5 MONCK STREET ","LONDON651",18,2,3,0
"759",535000,2013-09-16,92,"SW1P 4BG","flat","No","leasehold","PROBYN HOUSE","PAGE STREET","LONDON","CITY OF WESTMINSTER","A","PROBYN HOUSE PAGE STREET ","LONDON652",88,2,2,0
"760",695000,2010-07-23,131,"SW1P 4JX","flat","No","leasehold","19","PAGE STREET","LONDON","CITY OF WESTMINSTER","A","19 PAGE STREET ","LONDON653",108,4,4,1
"761",555000,2010-05-27,102,"SW1V 1AG","flat","Yes","leasehold","20","GILLINGHAM STREET","LONDON","CITY OF WESTMINSTER","A","20 GILLINGHAM STREET ","LONDON654",20,2,3,1
"762",860000,2009-02-19,129,"SW1V 1JJ","flat","No","leasehold","CORE A, 28","GUILDHOUSE STREET","LONDON","CITY OF WESTMINSTER","A","CORE A, 28 GUILDHOUSE STREET LONDON","LONDON655",18,5,5,1
"763",995000,2013-11-01,106,"SW1V 1JJ","flat","No","leasehold","CORE A, 28","GUILDHOUSE STREET","LONDON","CITY OF WESTMINSTER","A","CORE A, 28 GUILDHOUSE STREET ","LONDON656",30,2,3,1
"764",422000,2008-04-07,19,"SW1V 2QE","flat","No","leasehold","STOURHEAD HOUSE, 79","TACHBROOK STREET","LONDON","CITY OF WESTMINSTER","A","STOURHEAD HOUSE, 79 TACHBROOK STREET LONDON","LONDON657",17,1,1,1
"765",495000,2013-04-30,92,"SW1V 4HE","flat","No","leasehold","113A","ALDERNEY STREET","LONDON","CITY OF WESTMINSTER","A","113A ALDERNEY STREET ","LONDON658",99,2,3,1
"766",450000,2009-02-20,47,"SW1V 4QF","flat","No","leasehold","136 - 138","CAMBRIDGE STREET","LONDON","CITY OF WESTMINSTER","A","136 - 138 CAMBRIDGE STREET LONDON","LONDON659",37,2,3,1
"767",2700000,2009-02-13,252,"SW1W 9PE","terraced","No","freehold","42","BOSCOBEL PLACE","LONDON","CITY OF WESTMINSTER","A","42 BOSCOBEL PLACE LONDON","LONDON660",95,6,5,1
"768",300000,2009-02-25,76,"SW2 1BB","flat","No","leasehold","63","RATTRAY ROAD","LONDON","LAMBETH","A","63 RATTRAY ROAD LONDON","LONDON661",33,3,4,1
"769",312000,2010-07-16,15,"SW2 1BD","flat","No","leasehold","12A","RATTRAY ROAD","LONDON","LAMBETH","A","12A RATTRAY ROAD ","LONDON662",46,1,2,1
"770",299950,2007-09-28,52,"SW2 1BD","flat","No","leasehold","4","RATTRAY ROAD","LONDON","LAMBETH","A","4 RATTRAY ROAD LONDON","LONDON663",77,3,3,1
"771",174950,2009-01-09,53,"SW2 1DX","flat","No","leasehold","1","KELLETT ROAD","LONDON","LAMBETH","A","1 KELLETT ROAD LONDON","LONDON664",73,2,3,1
"772",297000,2012-04-20,36,"SW2 2RD","flat","No","leasehold","CARISBROOKE HOUSE, 149","UPPER TULSE HILL","LONDON","LAMBETH","A","CARISBROOKE HOUSE, 149 UPPER TULSE HILL ","LONDON665",32,2,2,1
"773",290000,2009-01-28,65,"SW2 2RP","flat","No","leasehold","82B","UPPER TULSE HILL","LONDON","LAMBETH","A","82B UPPER TULSE HILL LONDON","LONDON666",57,2,1,0
"774",203000,2012-12-14,7,"SW2 2RP","terraced","No","freehold","86","UPPER TULSE HILL","LONDON","LAMBETH","A","86 UPPER TULSE HILL ","LONDON667",59,1,2,1
"775",249950,2012-08-31,59,"SW2 3AB","flat","No","leasehold","114","AMESBURY AVENUE","LONDON","LAMBETH","A","114 AMESBURY AVENUE ","LONDON668",54,2,2,1
"776",266000,2008-08-28,92,"SW2 3BQ","flat","No","leasehold","159","BARCOMBE AVENUE","LONDON","LAMBETH","A","159 BARCOMBE AVENUE LONDON","LONDON669",47,2,4,1
"777",205000,2012-12-14,42,"SW2 3BU","flat","No","leasehold","180","TULSE HILL","LONDON","LAMBETH","A","180 TULSE HILL ","LONDON670",81,2,3,1
"778",249950,2013-09-20,63,"SW2 3LD","flat","No","leasehold","129D","PALACE ROAD","LONDON","LAMBETH","A","129D PALACE ROAD ","LONDON671",36,4,3,1
"779",290000,2012-11-16,53,"SW2 3SJ","flat","No","leasehold","17","WAVERTREE ROAD","LONDON","LAMBETH","A","17 WAVERTREE ROAD ","LONDON672",32,2,2,0
"780",235000,2009-07-31,53,"SW2 3SJ","flat","No","leasehold","17","WAVERTREE ROAD","LONDON","LAMBETH","A","17 WAVERTREE ROAD ","LONDON672",29,2,2,0
"781",235000,2010-08-26,67,"SW2 3TL","semi-detached","No","freehold","1","TREDWELL CLOSE","LONDON","LAMBETH","A","1 TREDWELL CLOSE ","LONDON673",45,2,2,1
"782",490000,2013-10-30,94,"SW2 5AQ","flat","No","leasehold","BRANKSOME COURT, 2","SUDBOURNE ROAD","LONDON","LAMBETH","A","BRANKSOME COURT, 2 SUDBOURNE ROAD ","LONDON674",69,3,3,0
"783",475000,2008-02-01,121,"SW2 5HF","flat","No","leasehold","4","BONHAM ROAD","LONDON","LAMBETH","A","4 BONHAM ROAD LONDON","LONDON675",52,4,3,1
"784",700000,2007-10-10,157,"SW2 5QN","terraced","No","freehold","102","ACRE LANE","LONDON","LAMBETH","A","102 ACRE LANE LONDON","LONDON676",10,5,5,1
"785",259950,2007-12-07,44,"SW20 0AL","flat","No","leasehold","6A","ABOYNE DRIVE","LONDON","MERTON","A","6A ABOYNE DRIVE LONDON","LONDON677",54,2,3,1
"786",985000,2009-01-19,247,"SW20 0HU","detached","No","freehold","3","ROKEBY PLACE","LONDON","MERTON","A","3 ROKEBY PLACE LONDON","LONDON678",55,6,5,1
"787",685000,2009-01-22,163,"SW20 0RZ","flat","No","leasehold","14","COTTENHAM PARK ROAD","LONDON","MERTON","A","14 COTTENHAM PARK ROAD LONDON","LONDON679",95,6,4,1
"788",335000,2015-06-12,47,"SW20 0UF","semi-detached","No","freehold","15","GRAYSWOOD GARDENS","LONDON","MERTON","A","15 GRAYSWOOD GARDENS ","LONDON680",127,2,3,1
"789",750000,2009-01-16,177,"SW20 8NW","terraced","No","freehold","97","PEPYS ROAD","LONDON","MERTON","A","97 PEPYS ROAD LONDON","LONDON681",113,6,6,1
"790",370000,2013-09-09,63,"SW20 8QE","flat","No","leasehold","51A","ETHELBERT ROAD","LONDON","MERTON","A","51A ETHELBERT ROAD ","LONDON682",63,2,3,1
"791",685000,2010-12-03,136,"SW20 8RJ","semi-detached","No","freehold","38","STANTON ROAD","LONDON","MERTON","A","38 STANTON ROAD ","LONDON683",38,4,3,1
"792",950000,2009-02-06,216,"SW3 1LT","terraced","No","freehold","6","OVINGTON MEWS","LONDON","KENSINGTON AND CHELSEA","A","6 OVINGTON MEWS LONDON","LONDON684",100,8,5,1
"793",8400000,2013-02-13,248,"SW3 2RF","flat","No","leasehold","105","CADOGAN GARDENS","LONDON","KENSINGTON AND CHELSEA","A","105 CADOGAN GARDENS ","LONDON685",11,6,6,1
"794",2065000,2008-03-27,195,"SW3 2RF","flat","No","leasehold","99","CADOGAN GARDENS","LONDON","KENSINGTON AND CHELSEA","A","99 CADOGAN GARDENS LONDON","LONDON686",16,8,7,1
"795",500000,2013-04-19,73,"SW3 2SE","flat","No","leasehold","1","DRAYCOTT PLACE","LONDON","KENSINGTON AND CHELSEA","A","1 DRAYCOTT PLACE ","LONDON687",71,2,3,1
"796",890000,2010-06-11,178,"SW3 3BS","flat","No","leasehold","15 - 17","DRAYCOTT AVENUE","LONDON","KENSINGTON AND CHELSEA","A","15 - 17 DRAYCOTT AVENUE ","LONDON688",135,6,6,1
"797",1500000,2009-01-29,212,"SW3 5TP","flat","No","leasehold","18","CHEYNE COURT","LONDON","KENSINGTON AND CHELSEA","A","18 CHEYNE COURT LONDON","LONDON689",84,6,4,0
"798",660000,2015-07-21,77,"SW3 5UA","flat","No","leasehold","DASKA HOUSE, 234","KINGS ROAD","LONDON","KENSINGTON AND CHELSEA","A","DASKA HOUSE, 234 KINGS ROAD ","LONDON690",92,2,3,1
"799",510000,2008-10-17,76,"SW3 6QU","flat","No","leasehold","POND HOUSE","POND PLACE","LONDON","KENSINGTON AND CHELSEA","A","POND HOUSE POND PLACE LONDON","LONDON691",8,2,2,0
"800",750000,2012-10-08,139,"SW4 0AA","flat","No","leasehold","47","CLAPHAM COMMON NORTH SIDE","LONDON","LAMBETH","A","47 CLAPHAM COMMON NORTH SIDE ","LONDON692",60,5,3,1
"801",469000,2013-11-15,99,"SW4 0JD","flat","No","leasehold","TRINITY CLOSE","THE PAVEMENT","LONDON","LAMBETH","A","TRINITY CLOSE THE PAVEMENT ","LONDON693",59,4,1,0
"802",550000,2010-11-10,88,"SW4 0NH","flat","No","leasehold","36","THE CHASE","LONDON","LAMBETH","A","36 THE CHASE ","LONDON694",49,2,3,0
"803",375000,2010-11-08,88,"SW4 0NH","flat","No","leasehold","36","THE CHASE","LONDON","LAMBETH","A","36 THE CHASE ","LONDON694",49,2,3,0
"804",670000,2015-11-03,98,"SW4 0NH","flat","No","leasehold","56A","THE CHASE","LONDON","LAMBETH","A","56A THE CHASE ","LONDON695",38,2,3,0
"805",420000,2009-10-23,98,"SW4 0NH","flat","No","leasehold","56A","THE CHASE","LONDON","LAMBETH","A","56A THE CHASE ","LONDON695",32,2,3,0
"806",250000,2010-06-10,111,"SW4 6DQ","flat","No","leasehold","4 - 7","VOLTAIRE ROAD","LONDON","LAMBETH","A","4 - 7 VOLTAIRE ROAD ","LONDON696",39,2,3,1
"807",275000,2010-11-30,75,"SW4 6PG","flat","No","leasehold","10","SMEDLEY STREET","LONDON","LAMBETH","A","10 SMEDLEY STREET ","LONDON697",59,2,3,1
